,title,date,Incident,Type,Location,Weather,Tagged,Incident_Type,Incident_Cause,url,main_text,rescue_info,start_time,end_time,hrs,staff,location,total_hrs,Other Agencies,Diagnosis,year,month,year_month
1110,Hardknott Pass – Sun 16th Jul 2017,2017-07-16,63 in 2017,Limited Callout — Other,Hardknott Pass,,,Limited Callout,Other,https://www.wmrt.org.uk/incidents/hardknott-pass-sun-16th-jul-2017/,Team called by Police about a car and its occupants stuck on Hardknott Pass. We were stood down when it was known a taxi was coming instead. , Incident started at 22:51 and ended at 23:55 making 1.1 hrs in total. There were 6 Wasdale team members involved and the incident occured at NY 247 016 (altitude 222 m). Total rescuer hours: 7,22:51,23:55,1.1,6,NY 247 016 ,7.0,,,2017,7,2017-07-01
1111,Crinkle Crags – Wed 12th Jul 2017,2017-07-12,62 in 2017,Limited Callout — Overdue,Crinkle Crags,,,Limited Callout,Overdue,https://www.wmrt.org.uk/incidents/crinkle-crags-wed-12th-jul-2017/,We were called by our colleagues in Langdale Team to help with a search around Crinkle Crags for a missing walker. As we were arriving in Green Hole it was confirmed that the missing walker had already been escorted from the fell by a DofE team and we stood down. , Incident started at 08:41 and ended at 14:00 making 5.3 hrs in total. There were 10 Wasdale team members involved. Total rescuer hours: 53,08:41,14:00,5.3,10,,53.0,"['Duddon & Furness MRT', 'Langdale Ambleside MRT']",,2017,7,2017-07-01
1112,Mitredale – Sun 9th Jul 2017,2017-07-09,61 in 2017,Full Callout — Injured & Medical,Miterdale,,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/mitredale-sun-9th-jul-2017/,We were called by Police about a young walker on a DofE expedition who was suffering a mild asthma attack whilst walking in Mitredale. She was assessed by the team doctor before the group were given a lift back to their vehicles. , Incident started at 10:56 and ended at 12:30 making 1.6 hrs in total. There were 17 Wasdale team members involved and the incident occured at NY140013 (altitude 136 m). Total rescuer hours: 27,10:56,12:30,1.6,17,NY140013 ,27.0,,,2017,7,2017-07-01
1113,Great End – Sat 8th Jul 2017,2017-07-08,60 in 2017,Limited Callout — Cragfast,Great End,,,Limited Callout,Cragfast,https://www.wmrt.org.uk/incidents/great-end-sat-8th-jul-2017/,"As we were finishing the Brown Tongue incident we were asked by our colleagues in the Keswick team to support them in rescuing 4 people cragfast in Central Gully on Great End. Keswick team members were able to lower them down most of the gully then they were helped down the last few meters by Wasdale members and back to Wasdale to collect their vehicle.  















 ", Incident started at 15:31 and ended at 23:30 making 8 hrs in total. There were 6 Wasdale team members involved and the incident occured at NY 228 086 (altitude 705 m). Total rescuer hours: 48,15:31,23:30,8.0,6,NY 228 086 ,48.0,['Keswick MRT'],,2017,7,2017-07-01
1114,"Brown Tongue, Scafell Pike – Sat 8th Jul 2017",2017-07-08,59 in 2017,Full Callout — Injured & Medical,"Brown Tongue, Scafell Pike",,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/brown-tongue-scafell-pike-sat-8th-jul-2017/,we were called by Police about a walker reporting themselves as having difficulty walking on Scafell Pike. They were located on the Brown Tongue path just below Hollow Stones and the team then helped him back down to Wasdale. , Incident started at 13:21 and ended at 16:42 making 3.4 hrs in total. There were 15 Wasdale team members involved and the incident occured at NY200 072 (altitude 481 m). Total rescuer hours: 51,13:21,16:42,3.4,15,NY200 072 ,51.0,,,2017,7,2017-07-01
1115,"Stanley Ghyll, Eskdale – Sat 8th Jul 2017",2017-07-08,58 in 2017,Full Callout — Injured & Medical,"Stanley Ghyll, Eskdale",,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/stanley-ghyll-eskdale-sat-8th-jul-2017/,"Team called about a man with a head injury, sustained whilst walking in the Stanley Gill area in Eskdale and his companion who was now missing. The injured man was taken to hospital by NWAS and after a brief search of the Stanley Gill area the team stood down. The missing walker subsequently turned up back at his tent.  ", Incident started at 02:21 and ended at 06:00 making 3.7 hrs in total. There were 11 Wasdale team members involved and the incident occured at SD175 998 (altitude 73 m). Total rescuer hours: 41,02:21,06:00,3.7,11,,41.0,,Head Injury,2017,7,2017-07-01
1116,"Buckbarrow, Wasdale – Mon 3rd Jul 2017",2017-07-03,57 in 2017,Limited Callout — Cragfast,"Buckbarrow, Wasdale",,,Limited Callout,Cragfast,https://www.wmrt.org.uk/incidents/buckbarrow-wasdale-mon-3rd-jul-2017/,We were called by Police about reports of a scrambler stuck on Buckbarrow. Fortunately the team were training in the area and quickly on scene. The scrambler was located and then roped back down to safe ground. , Incident started at 18:33 and ended at 21:27 making 2.9 hrs in total. There were 22 Wasdale team members involved and the incident occured at NY 136 078 (altitude 604 m). Total rescuer hours: 64,18:33,21:27,2.9,22,NY 136 078 ,64.0,,,2017,7,2017-07-01
1117,Scafell Pike – Sun 2nd Jul 2017,2017-07-02,56 in 2017,Callout — ,Scafell Pike,,,Callout,Other,https://www.wmrt.org.uk/incidents/scafell-pike-sun-2nd-jul-2017/,"Whilst walking up towards callout 41 we then came across a walker who was felling unwell. He was given medical attention, helped down to the road and taken to hospital in an ambulance. ", Incident started at 14:38.  Incident occured at NY187 072 (altitude 130 m).,14:38,,,,NY187 072 ,,,Medical,2017,7,2017-07-01
1118,Wasdale – Sun 2nd Jul 2017,2017-07-02,55 in 2017,Callout — Injured & Medical,Wasdale,,,Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/wasdale-sun-2nd-jul-2017/,Whilst attending callout 41 we came across a lady near the road who was unwell. An ambulance was called and she was taken to hospital. , Incident started at 14:22. ,14:22,,,,,,,,2017,7,2017-07-01
1119,"East Buttress, Scafell – Sun 2nd Jul 2017",2017-07-02,54 in 2017,Full Callout — Injured & Medical,"East Buttress, Scafell",,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/east-buttress-scafell-sun-2nd-jul-2017/,We were then called by Police about a body found underneath the East Buttress of Scafell. The Great North Air Ambulance also attended and sadly it was determined the injured walker had died of their injuries. The Wasdale and Duddon & Furness teams then carried the walker back down to Wasdale. , Incident started at 13:42 and ended at 20:47 making 7.1 hrs in total. There were 17 Wasdale team members involved and the incident occured at NY 210 068 (altitude 839 m). Total rescuer hours: 121,13:42,20:47,7.1,17,NY 210 068 ,121.0,['Duddon & Furness MRT'],,2017,7,2017-07-01
1120,Santon Bridge – Sun 2nd Jul 2017,2017-07-02,53 in 2017,Full Callout — Overdue,Santon Bridge,,,Full Callout,Overdue,https://www.wmrt.org.uk/incidents/santon-bridge-sun-2nd-jul-2017/,We were called by Police about a man reported missing after failing return from a dog walk in the Santon Bridge area. As the team were searching the area where the dog walker was thought to be he returned safe and well so the team was stood down. , Incident started at 11:35 and ended at 13:42 making 2.1 hrs in total. There were 16 Wasdale team members involved. Total rescuer hours: 34,11:35,13:42,2.1,16,,34.0,,,2017,7,2017-07-01
1121,Wasdale – Sat 1st Jul 2017,2017-07-01,52 in 2017,Alert — Lost,Wasdale,,,Alert,Lost,https://www.wmrt.org.uk/incidents/wasdale-sat-1st-jul-2017/,Whilst attending callout 38 we were also called by Police about a group lost in the Wasdale Valley. Whilst completing incident 50 and attending incident 51 the missing people turned up. , Incident started at 21:00. ,21:00,,,,,,,,2017,7,2017-07-01
1122,"Overbeck, Wasdale – Sat 1st Jul 2017",2017-07-01,51 in 2017,Limited Callout — Other,"Overbeck, Wasdale",,,Limited Callout,Other,https://www.wmrt.org.uk/incidents/overbeck-wasdale-sat-1st-jul-2017/,Whilst attending callout 38 we were also called by Police about a dog and owner who had become stuck in Overbeck Gully. The dog was recovered by a local farmer and was out of the gully when we arrived. , Incident started at 20:32. There were 15 Wasdale team members involved and the incident occured at NY160073 (altitude 164 m).,20:32,,,15,NY160073 ,,,,2017,7,2017-07-01
1123,Scafell Pike – Sat 1st Jul 2017,2017-07-01,50 in 2017,Full Callout — Injured & Medical,Scafell Pike,,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/scafell-pike-sat-1st-jul-2017/,We were called by Police about a walker on the top of Scafell Pike suffering from severe cramp and was also exhausted. He was eventually walked back down to Wasdale with both the team and our colleagues from Duddon & Furness team who also attended.  , Incident started at 15:45 and ended at 22:34 making 6.8 hrs in total. There were 15 Wasdale team members involved and the incident occured at NY 2154 0722 (altitude 972 m). Total rescuer hours: 102,15:45,22:34,6.8,15,NY 2154 0722 ,102.0,['Duddon & Furness MRT'],,2017,7,2017-07-01
1124,Hardknott Crag – Wed 21st Jun 2017,2017-06-21,49 in 2017,Full Callout — Injured & Medical,Hardknott Crag,,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/hardknott-crag-wed-21st-jun-2017/,We were called by Police about a lady who had injured her leg whilst walking above Hardknott Crag in Eskdale. Initially the location of the incident was uncertain but eventually the walker was located on top of the crag and treated on scene before being taken by stretcher back to the road , Incident started at 14:39 and ended at 18:00 making 3.4 hrs in total. There were 15 Wasdale team members involved and the incident occured at NY 229 017 (altitude 499 m). Total rescuer hours: 51,14:39,18:00,3.4,15,NY 229 017 ,51.0,,Leg Injury,2017,6,2017-06-01
1125,Eskdale – Sat 17th Jun 2017,2017-06-17,48 in 2017,Full Callout — Injured & Medical,Eskdale,,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/eskdale-sat-17th-jun-2017/,We were called by NWAS about a fell runner who had slipped whilst descending the path towards Penny Hill Farm in Eskdale and sustained a fracture dislocation of the ankle. With help from his companions the injury was reduced on scene and then he was taken to hospital in Whitehaven.   , Incident started at 12:44 and ended at 16:00 making 3.3 hrs in total. There were 12 Wasdale team members involved and the incident occured at NY197 003 (altitude 157 m). Total rescuer hours: 40,12:44,16:00,3.3,12,NY197 003 ,40.0,,Leg Injury,2017,6,2017-06-01
1126,"Corridor Route, Scafell Pike – Fri 16th Jun 2017",2017-06-16,47 in 2017,Limited Callout — Lost,"Corridor Route, Scafell Pike",,,Limited Callout,Lost,https://www.wmrt.org.uk/incidents/corridor-route-scafell-pike-fri-16th-jun-2017/,The team was called out to assist a pair of walkers lost near the corridor route. The pair were found near the head of Piers gill after a short search of the area and were walked down to Wasdale Head.  , Incident started at 18:14 and ended at 00:30 making 6.3 hrs in total. There were 8 Wasdale team members involved and the incident occured at NY 212 078 (altitude 742 m). Total rescuer hours: 50,18:14,00:30,6.3,8,NY 212 078 ,50.0,,,2017,6,2017-06-01
1127,"Esk Buttress, Upper Eskdale – Tue 13th Jun 2017",2017-06-13,46 in 2017,Alert — Overdue,"Esk Buttress, Upper Eskdale",,,Alert,Overdue,https://www.wmrt.org.uk/incidents/esk-buttress-upper-eskdale-tue-13th-jun-2017/,We were called by Police about a climber reported overdue from a reconnaissance visit to a crag. Just as we were taking the call he phoned in to say he was safe & well and we stood down.  , Incident started at 19:31. ,19:31,,,,,,,,2017,6,2017-06-01
1128,Scafell Pike – Mon 12th Jun 2017,2017-06-12,45 in 2017,Alert — Overdue,Scafell Pike,,,Alert,Overdue,https://www.wmrt.org.uk/incidents/scafell-pike-mon-12th-jun-2017/,We were called by Police about a walker reported to be overdue from a walk up Scafell Pike. It was also advised he may have injured his ankle. The overdue walker returned just before we phoned the informant and we stood down. The walk had taken longer than anticipated due to a sprained ankle.  , Incident started at 22:28. ,22:28,,,,,,,,2017,6,2017-06-01
1129,Scafell Pike – Sat 10th Jun 2017,2017-06-10,44 in 2017,Alert — Overdue,Scafell Pike,,,Alert,Overdue,https://www.wmrt.org.uk/incidents/scafell-pike-sat-10th-jun-2017/,"We were called by Police about 2 walkers reported overdue from a walk on Scafell Pike. Soon after we were notified they arrived back, safe & well and we stood down.  ", Incident started at 18:32. ,18:32,,,,,,,,2017,6,2017-06-01
1130,Eskdale – Sun 4th Jun 2017,2017-06-04,43 in 2017,Alert — Overdue,Eskdale,,,Alert,Overdue,https://www.wmrt.org.uk/incidents/eskdale-sun-4th-jun-2017/,We were called by Langdale Team about a walker reported overdue from a walk around Eskdale and the surrounding summits. The walker managed to make their own way off in the morning without the need for team assistance.  , Incident started at 03:29. ,03:29,,,,,,['Langdale Ambleside MRT'],,2017,6,2017-06-01
1131,"Brown Tongue, Scafell Pike – Fri 2nd Jun 2017",2017-06-02,42 in 2017,Full Callout — Injured & Medical,"Brown Tongue, Scafell Pike",,,Full Callout,Injured & Medical,https://www.wmrt.org.uk/incidents/brown-tongue-scafell-pike-fri-2nd-jun-2017/,We were called by NWAS about a walker reported to be fitting on the Brown Tongue path up Scafell Pike. The walker was helped off the fell by the team and our colleagues from the Duddon & Furness team who also attended the incident. , Incident started at 20:41 and ended at 23:50 making 3.2 hrs in total. There were 11 Wasdale team members involved and the incident occured at NY 194 074 (altitude 278 m). Total rescuer hours: 35,20:41,23:50,3.2,11,NY 194 074 ,35.0,['Duddon & Furness MRT'],Medical,2017,6,2017-06-01
